4.778820268569699252e-05,3.553299492385787034e-05,5.313464910468115480e-05
4.778820268569699252e-05,3.553299492385787034e-05,5.313464910468115480e-05
4.778820268569699252e-05,3.553299492385787034e-05,5.313464910468115480e-05
4.778820268569699252e-05,3.553299492385787034e-05,5.313464910468115480e-05
3.982350223808082371e-05,3.045685279187817167e-05,5.313464910468115480e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.723079920416102799e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.723079920416102799e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.132694930364089441e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.132694930364089441e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.132694930364089441e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.132694930364089441e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.132694930364089441e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.132694930364089441e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.132694930364089441e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.132694930364089441e-05
3.185880179046465490e-05,3.553299492385787034e-05,4.132694930364089441e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.723079920416102799e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.723079920416102799e-05
3.982350223808082371e-05,3.045685279187817167e-05,4.723079920416102799e-05
3.185880179046465490e-05,3.045685279187817167e-05,4.723079920416102799e-05
3.185880179046465490e-05,3.045685279187817167e-05,4.723079920416102799e-05
2.389410134284849626e-05,3.045685279187817167e-05,4.723079920416102799e-05
2.389410134284849626e-05,3.045685279187817167e-05,3.542309940312077438e-05
1.592940089523232745e-05,3.045685279187817167e-05,3.542309940312077438e-05
1.592940089523232745e-05,3.045685279187817167e-05,3.542309940312077438e-05
1.592940089523232745e-05,3.045685279187817167e-05,3.542309940312077438e-05
1.592940089523232745e-05,3.045685279187817167e-05,3.542309940312077438e-05
1.592940089523232745e-05,3.045685279187817167e-05,3.542309940312077438e-05
2.389410134284849626e-05,3.045685279187817167e-05,3.542309940312077438e-05
2.389410134284849626e-05,2.538071065989847640e-05,3.542309940312077438e-05
2.389410134284849626e-05,2.538071065989847640e-05,3.542309940312077438e-05
2.389410134284849626e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.185880179046465490e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.185880179046465490e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.185880179046465490e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.185880179046465490e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.185880179046465490e-05,2.538071065989847640e-05,3.542309940312077438e-05
2.389410134284849626e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.185880179046465490e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.185880179046465490e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.185880179046465490e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.185880179046465490e-05,2.538071065989847640e-05,4.132694930364089441e-05
4.778820268569699252e-05,2.538071065989847640e-05,4.132694930364089441e-05
4.778820268569699252e-05,2.538071065989847640e-05,4.132694930364089441e-05
3.982350223808082371e-05,2.538071065989847640e-05,4.132694930364089441e-05
3.982350223808082371e-05,2.538071065989847640e-05,4.132694930364089441e-05
3.982350223808082371e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.982350223808082371e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.185880179046465490e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.185880179046465490e-05,2.538071065989847640e-05,3.542309940312077438e-05
3.982350223808082371e-05,2.538071065989847640e-05,3.542309940312077438e-05
4.778820268569699252e-05,2.538071065989847640e-05,3.542309940312077438e-05
5.575290313331315455e-05,2.538071065989847640e-05,3.542309940312077438e-05
6.371760358092930980e-05,2.538071065989847640e-05,3.542309940312077438e-05
6.371760358092930980e-05,2.538071065989847640e-05,3.542309940312077438e-05
6.371760358092930980e-05,2.538071065989847640e-05,3.542309940312077438e-05
6.371760358092930980e-05,2.538071065989847640e-05,4.132694930364089441e-05
6.371760358092930980e-05,3.045685279187817167e-05,4.132694930364089441e-05
5.575290313331315455e-05,2.538071065989847640e-05,4.132694930364089441e-05
4.778820268569699252e-05,2.538071065989847640e-05,4.723079920416102799e-05
5.575290313331315455e-05,2.538071065989847640e-05,4.723079920416102799e-05
5.575290313331315455e-05,2.538071065989847640e-05,4.132694930364089441e-05
4.778820268569699252e-05,2.030456852791878112e-05,4.132694930364089441e-05
4.778820268569699252e-05,2.538071065989847640e-05,4.132694930364089441e-05
